Variable,Spec_1,Spec_2,Spec_3,Spec_4,Spec_5,Spec_6,Spec_7,Spec_8,Spec_9
Variable,Spec 1,Spec 2,Spec 3,Spec 4,Spec 5,Spec 6,Spec 7,Spec 8,Spec 9
Mispricing Signal (ols) (Q5) - Coefficient,-0.005605038656256241,-0.013445352460571353,-0.010311733695602364,-0.004919931157119609,-0.004919931157119609,,,,
Mispricing Signal (ols) (Q5) - t-statistic,-0.7016711706242469,-1.5275132896020382,-1.780412631889099,-0.6480394898062356,-0.6480394898062356,,,,
Mispricing Signal (ols) (Q5) - p-value,0.4828863319916874,0.12663744678473443,0.07501231606898706,0.5169613018150487,0.5169613018150487,,,,
Mispricing Signal (ols) (Q5) - Significance,NS,NS,*,NS,NS,,,,
Beta (Q5) - Coefficient,,-0.031311784478666525,-0.030665195631673556,-0.03136046840054323,-0.03136046840054323,-0.030501592820376098,-0.031870454367869144,-0.03158372159454037,-0.03091830579286461
Beta (Q5) - t-statistic,,-1.9070560078091483,-3.473309582832487,-3.3795800681926913,-3.3795800681926913,-2.0488792310354005,-3.1796979936428924,-2.967146582613554,-2.9119865916621706
Beta (Q5) - p-value,,0.056516974897568684,0.0005143583995859125,0.0007263192040292132,0.0007263192040292132,0.04047723816877036,0.001474857722517653,0.0030066806681023905,0.003592389875335167
Beta (Q5) - Significance,,*,***,***,***,**,***,***,***
Market capitalization (Q5) - Coefficient,,0.011880458919387889,0.010596918993078639,0.012235663153508035,0.012235663153508035,0.01568704569472045,-0.0006817374744905774,0.012693568467142875,0.008000503551596835
Market capitalization (Q5) - t-statistic,,1.7463637912008485,2.5506540013625303,1.8018876783646294,1.8018876783646294,2.460577917745731,-0.0825421577799354,2.4832956427170463,0.7867358428144356
Market capitalization (Q5) - p-value,,0.08075166177103732,0.01075397864508787,0.07156690855851244,0.07156690855851244,0.013873478709965692,0.9342158057714143,0.013019368510930773,0.43143888890547055
Market capitalization (Q5) - Significance,,*,**,*,*,**,NS,**,NS
Book/market (Q5) - Coefficient,,0.00011941176144546755,-0.0021702902907796092,0.003076357425514551,0.003076357425514551,0.0018025156470140888,0.0016377809090394125,0.0016996137750535224,0.004148080168632113
Book/market (Q5) - t-statistic,,0.029514051779948938,-0.6534384639136278,0.2245623438699204,0.2245623438699204,0.10981952563388851,0.11318819881080201,0.11007251504026651,0.2559819078660801
Book/market (Q5) - p-value,,0.9764546870154776,0.5134755592256983,0.8223203455235588,0.8223203455235588,0.9125527857975599,0.9098816405371124,0.9123521464630859,0.7979654771777818
Book/market (Q5) - Significance,,NS,NS,NS,NS,NS,NS,NS,NS
Short-term reversal (Q5) - Coefficient,,,0.005207073101745478,0.005554540054790273,0.005554540054790273,0.005858610919166604,0.004615786829529975,0.0052771625764383955,0.006900370852067273
Short-term reversal (Q5) - t-statistic,,,1.683650518865082,1.4427132052263656,1.4427132052263656,1.1637844205626597,1.0070714475858322,1.137729295491111,1.4754072467859305
Short-term reversal (Q5) - p-value,,,0.09225319864807635,0.14910526181752148,0.14910526181752148,0.24451491929370484,0.31390354056546843,0.2552370040328129,0.14010709304910396
Short-term reversal (Q5) - Significance,,,*,NS,NS,NS,NS,NS,NS
Momentum (Q5) - Coefficient,,,0.010536682505413644,0.008019019649536928,0.008019019649536928,0.0061871141118095795,0.00634933442875894,0.005931778137003206,0.006033635477471335
Momentum (Q5) - t-statistic,,,2.4578632231020654,1.8321457049369183,1.8321457049369183,0.8905019325695599,1.2642528170163767,0.9928607406644682,1.052135033114648
