Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
28395,604.3044450418197,212.84726448659504,185.4029491520345,1.212029801665096,0.5662636953449789,28715,188.67397263246764,0.7593319169790151,0.9873542880707071,0.958005118108422,0.9126374031689728,0.00730853880182749,0.0031150067648153318,0.8368081145915178,0.9989706042095041,SEKER
28734,603.6205790366582,218.5108755399665,178.76459923623742,1.1197028430890765,0.41517193309738204,29172,185.19070016982832,0.782697789526502,0.9842412462063684,0.8790342001026775,0.9597034326202059,0.007012988279440962,0.003605830355208612,0.912644050874309,0.9979571648294547,SEKER
29380,628.9681404362472,220.70678379676488,173.6916040634368,1.2041965546750688,0.5624014781485407,29690,189.74285373914694,0.7729625662165069,0.9886898327481036,0.9489728812034717,0.9044654295275559,0.007236319938794704,0.0029774012940299954,0.8341310757417605,0.9993554215718482,SEKER
30008,655.6235382518348,202.8958372748164,179.7020029062736,1.1584720456597208,0.48568466921569703,30724,195.60100497603676,0.7783271261387295,0.9760374255351739,0.9065534363001363,0.9223276313630002,0.006952382643484434,0.0032672702923264314,0.8620404334714843,0.9935363647385199,SEKER
30140,619.2876288630238,197.63827116794516,191.46387476038393,1.0604596116578586,0.3367604964065721,30417,201.81545574335593,0.7792549950576071,0.9914337636151871,0.9876556680050357,0.9677527853677037,0.006711557391566259,0.0037263954322367715,0.9362837889554646,0.9996706242921708,SEKER
30279,630.7337864505187,210.22430033355664,182.07428762042738,1.2051980740102235,0.5221781347492903,30600,194.40737752095,0.7744856838628339,0.9890076343196669,0.9472136409053453,0.9210442295754566,0.006930132720626463,0.0031336492616964315,0.8543890057921399,0.9988371844716121,SEKER
30477,683.4451334460006,209.11996477471544,179.98911689390115,1.155366718786462,0.4786263260978911,30970,199.47063755773598,0.7644606667191208,0.9840650250179459,0.8594361973473895,0.9332135208103385,0.006891756009038889,0.003249324891584886,0.875533682561699,0.9993801104906801,SEKER
30519,649.6042210761465,216.35761432223566,177.96994194427663,1.141572890848688,0.52504444456946,30847,196.7210546696139,0.7723541786714352,0.9897581293728972,0.9634202822182085,0.9291996382822839,0.006914348978422016,0.003088614161647332,0.8595551410520952,0.9981488580957438,SEKER
30685,624.4637560219869,214.22519410072013,181.4282923772476,1.1915045453718665,0.507238703184485,31044,198.20439290281124,0.7653255166444282,0.9878277578073403,0.9587977040301491,0.9265962445125795,0.007049658543322499,0.003157882336270332,0.8504363834412595,0.9985724061970925,SEKER
30834,620.146750644165,222.87298446647367,179.2499013628387,1.2187268948732517,0.553410569604334,31120,193.85714585845463,0.7802146099713435,0.9910933652460612,0.9632582803933671,0.9139073152007254,0.00709106578762062,0.003021182088505923,0.8350715745680996,0.9998609106823515,SEKER
30917,619.5241213358436,208.64032722132075,182.56638872549271,1.160457104349579,0.4943448579952241,31280,188.49855452084182,0.7665588022129667,0.9893034896308222,0.9424501579533563,0.9291250921670413,0.00685927896121032,0.0031670086220985773,0.8612459865307052,0.9989881459730062,SEKER
31091,624.9904845719375,204.49501414371375,181.21556244597403,1.1230707715525332,0.44153713587769167,31458,193.94917362908515,0.7887694890002312,0.9881699755828874,0.9605577424421203,0.9477585544767727,0.006718091565744616,0.003329169311843685,0.9005172299939855,0.9983135892003003,SEKER
31107,645.0757881615087,214.6478227823147,186.26855596722064,1.157753360515976,0.5185945773690596,31423,197.9822640699675,0.7616390339014942,0.9896621919949832,0.9553095813656021,0.9247538351858431,0.0069579116850778475,0.003169202044807824,0.8653976997387637,0.9978532013215423,SEKER
31158,651.8142554367081,227.5998126595412,185.795239523807,1.1877478335692835,0.526500032627327,31492,199.83500848731214,0.8039395657727696,0.9892308481323634,0.9499352747004258,0.9212066733882173,0.00697089118574175,0.003105346749469408,0.8517072849914493,0.9974255773891365,SEKER
31158,650.8556537622087,215.98535506002887,186.95442114121857,1.1316663136316458,0.4692125360085037,31474,192.87301983127549,0.7762973960946606,0.9889063730683052,0.9505637515021881,0.9399106604879922,0.006740616710405828,0.0032300827629900422,0.8831940425609648,0.999181316386217,SEKER
31178,614.9296526520318,211.32569393997247,179.9098678319088,1.1423250630720558,0.4698064423782338,31520,200.25301846333008,0.7675536151757186,0.988897307644672,0.9722440775399053,0.942053411873621,0.00687183579666293,0.0032236672632041516,0.8741514176550502,0.9992737806602807,SEKER
31202,649.9813472683473,226.79047382919214,184.93913855379688,1.187315419715469,0.5068913132158385,31573,192.10239582602296,0.7822083376128491,0.988897458255504,0.9433078530385878,0.9375553341879966,0.006815132413386567,0.003103107462070358,0.8622128070579914,0.9978725525105193,SEKER
31203,637.180586768146,216.11332428975305,177.7590193440181,1.177174298206126,0.507194817753609,31558,199.71000362622524,0.7699112653852721,0.9882032350850278,0.9505239752029226,0.9223856126292497,0.006947093679151058,0.0031880065627215557,0.8583585878658841,0.9985784088787082,SEKER
31272,638.3795040744966,207.6158180054529,192.5642805897227,1.1412032730103705,0.46856414502121463,31593,197.42741585862257,0.770405172516561,0.9902499151757732,0.9605132207405193,0.9381190059875126,0.0068361416716333934,0.003313378916822262,0.8726131971939206,0.9994710348750729,SEKER
31335,648.8650961690189,201.08688503721052,185.43365711818066,1.1762371542820675,0.5213991019582479,31599,203.27968417585964,0.7737443158506045,0.9918392953150075,0.9759683884015982,0.9231492212515773,0.0069669754229277495,0.0030534613538420164,0.8466846138031352,0.9995387838841235,SEKER
31374,625.8181652288636,223.03586836581954,179.36388477311274,1.2056791349034066,0.5486209492019393,31604,202.6003703897192,0.7694506659239104,0.993995327540217,0.9710600752137948,0.9124775487601676,0.007012267025868058,0.002921320183574565,0.8270864464499895,0.9981276793950811,SEKER
31530,649.233564577756,202.45773631240638,190.00389049845379,1.1534718128485728,0.4632720940119655,31791,200.99655862694465,0.7684668845570065,0.9926534204811953,0.9730156708903668,0.9371048355792604,0.006771827580523002,0.003230821244659578,0.8722297613214607,0.9996549534252248,SEKER
31573,672.7567592966795,224.41688024784443,184.45760022110312,1.1752631387314405,0.5195572059235334,32197,203.9263884207817,0.7563649901235016,0.9812779140836887,0.8635925516731945,0.9215556839683271,0.006951385714970413,0.003092021781592282,0.8520391209085896,0.9976514959700616,SEKER
31637,659.4888427174844,229.11224278000373,174.83793628575575,1.3235286698712772,0.6372240480673184,32045,198.06649122949108,0.7607923203018702,0.9877098020400138,0.9191922847865636,0.8685854714643578,0.0073452674038646856,0.0026328801880031883,0.7642589027538472,0.9991480131107098,SEKER
31675,647.7173921608696,237.07262559887766,171.59429318319667,1.3758352485119683,0.6831554554995668,32009,198.00709691107195,0.7392077291860325,0.9901207729750342,0.9250188911656865,0.8482568337462442,0.007410458215664902,0.0023584211568864573,0.7193612987408953,0.9947703380809646,SEKER
31682,667.9123898922458,218.05023380585484,196.30931007884013,1.0797379133391276,0.40759141613267685,32026,195.76508230494252,0.7687781367829836,0.9893608737332633,0.9513959222510149,0.9534236131710502,0.006763117171249788,0.0034509126653993988,0.9171424209611979,0.9985072959618785,SEKER
31703,654.0738985834067,218.8717112560774,191.1065553760743,1.1394844730995701,0.4948506647086133,32093,200.954216383998,0.7772217954825685,0.9875192939267532,0.9274312336878194,0.9322564438851146,0.006674938763907816,0.0032065109245883548,0.8663958208979814,0.9995007074775278,SEKER
31748,637.9705653286801,219.17930483891539,176.3891309729048,1.1919622851638099,0.5558844827003809,32020,201.48723760324626,0.771191385242188,0.9921141294290557,0.966063018992103,0.9182320766488173,0.006873742074116481,0.0029317311407742767,0.8291735150651676,0.999386110112833,SEKER
31768,648.2498266348784,215.5113610118003,183.37039639604546,1.1784011854287497,0.5582960622411168,32173,199.22671197756034,0.7792948962942879,0.9877037736625995,0.944853982606676,0.9121422652040891,0.006946406637811452,0.002953999076210924,0.8241767519665525,0.9979822859609175,SEKER
31811,659.3809333929806,217.78107983308703,183.02262841296883,1.254038244093856,0.5904330847565555,32052,202.46934709627507,0.7784078316926527,0.9920880053762019,0.9763976025329483,0.9021301347119383,0.007047099791004491,0.00286471626313888,0.8064753148245143,1.0000448316563872,SEKER
31821,654.2657665930426,211.90356989148967,194.45032749241545,1.120805180462188,0.44880080451906906,32168,196.5038564443286,0.7710037498026897,0.990219421287651,0.9504952561555582,0.9468543297074024,0.006778748013612935,0.0032798139475750934,0.8899740804043963,0.9981762628737758,SEKER
31823,655.7233237785213,223.3535400603642,182.14014290695943,1.2236327098365283,0.5826393503831769,32274,192.70857341305495,0.7781067412462543,0.9848389756826834,0.9144842688489995,0.9001123224270945,0.007068470558178129,0.0028787270692814983,0.818247418566759,0.9989102318421891,SEKER
31837,660.2690649963669,227.25863729461568,175.99813651295614,1.2277697522463018,0.6082021396972876,32238,204.32720049453033,0.7830736538220533,0.9883493664990687,0.9314872323267771,0.8881342003479378,0.006938979786758509,0.00275104396239688,0.8076084700686752,0.9984512246819504,SEKER
31915,657.079525157047,208.73575633684834,184.15234977709702,1.1570711165909622,0.48805794279615516,32184,201.20895888369807,0.7766986408950546,0.9923203068719575,0.9744960282105924,0.9358696379077484,0.006711697827697189,0.003149048813698359,0.8727037727136053,0.9978159808283786,SEKER
31972,621.7592629272234,210.05218395986864,197.30227002288404,1.1064445005699064,0.4554150025816916,32246,194.60731913537626,0.7770658578831257,0.9917561205516153,0.9778978113589585,0.9438728472917653,0.0067309560105361516,0.003265327424809116,0.8969534723414906,0.9992919062312289,SEKER
31992,627.01462779292,206.92196633506782,192.7293945413782,1.125297939404717,0.4307034849398009,32258,200.90104715577783,0.7743923047219909,0.9911877800412416,0.9822081705025506,0.9510714940453109,0.006613655153369207,0.0033134528628770924,0.893040433768838,0.9993712900124246,SEKER
31994,655.685836003672,202.69473992151524,198.3945855364223,1.113383835505244,0.4320381354756781,32391,205.47043802549763,0.7834490941661156,0.9878096797971322,0.9409492292096263,0.9506387890959946,0.006620731799079974,0.003334930642061238,0.9071722330175045,0.9985156722119388,SEKER
